Frac Details,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Petrophysical Details,,,,,,,Depth Details,,,,,,,,First PLT Details,,,,,,,,,,,,Second PLT Details,,,,,,,,,,,PLT Details (2021-22),,,,,,,,,,
Campaign,Well,Pad,Stage,Date of Frac,Formation,No. of Clusters,Total Holes,Max Injection Rate,Pre-Frac BH ISIP Grad,MF BH ISIP Grad,Design Proppant ,100 Mesh,40-70,20-40,16-30,Actual Proppant,Max PPA,Clean Volume,Slurry Volume,Total XL Fluid,Max HHP,Frac Pumped,Refrac,SRT,SDT,DFIT / MFO,MinFrac / Datafrac,Temp Survey,DFIT Signature (PDL/HR/Normal/Other),Transmissibility (if ACA for DFIT done),Flush called @ PPA,Remarks,Net Pay (m),Net Pay fraction (%),Stage Kh (mDM),Stage Kh fraction (%),Stage Permeability (MD),Proppant per Net pay (Actual),Remarks_2,Top of Topmost clstr (mMD),Bot of Botmost clstr (mMD),Spread of Stage,Top of Topmost clstr (mTVD),Bot of Botmost clstr (mTVD),Topmost Cluster (mTVDSS),Topmost Cluster (Northing),Topmost Cluster (Easting),Date of PLT/FGS,Water (bpd),Water Contri (%),Oil (bpd),Oil Contri (%),Gas (MSCFD),Gas Contri (%),BHP (psia),Reservoir Pressure (psia),Gas PI (SCFD/psi),No. of Contributing Clusters (during 1st PLT),First PLT Remark,Date of PLT/FGS_2,Water_2 (bpd),Water Contri_2 (%),Oil_2 (bpd),Oil Contri_2 (%),Gas_2 (MSCFD),Gas Contri_2 (%),BHP_2 (psia),Reservoir Pressure_2 (psia),Gas PI_2 (SCFD/psi),Secod PLT Remark,Date of PLT/FGS_3,Water_3 (bpd),Water Contri_3 (%),Oil_3 (bpd),Oil Contri_3 (%),Gas_3 (MSCFD),Gas Contri_3 (%),BHP_3 (psia),Reservoir Pressure_3 (psia),Gas PI_3 (SCFD/psi),PLT (2021-22) Remark
42-W_North,Raag-50,1,6,11/Dec/2020,Basalt + Fatehgarh,4,32,20.6,N/A,0.89,"215,000",0,,"159,133 ","54,369 ","214,928 ",5.1,2587,2788,,"3,479 ",Yes,No,No,No,No,No,No,,,,,18.8,13%,2.8,17%,0.176,"11,414",,3259.0,3281.8,22.8,2979.7,3001.7,2919.0,837666.1,2519257.3,23-Dec-20,0.0,0.00%,0.0,#DIV/0!,0.0,#DIV/0!,4375,5142,0.0,0,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5142,#DIV/0!,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5142,#DIV/0!,
42-W_North,Raag-50,1,5,10/Dec/2020,Basalt,4,32,20.2,N/A,0.87,"150,000",0,,"149,429 ",0 ,"150,601 ",5.1,2323,2466,,"3,936 ",Yes,No,No,No,No,No,No,,,,1172 lbs of LSP 40/70 was also pumped,13.3,9%,2.0,12%,0.189,"11,340",,3301.8,3340.4,38.6,3021.0,3058.4,2960.3,837680.2,2519261.7,23-Dec-20,0.0,0.00%,0.0,#DIV/0!,0.0,#DIV/0!,4427,5158,0.0,0,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5158,#DIV/0!,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5158,#DIV/0!,
42-W_North,Raag-50,1,4,08/Dec/2020,Basalt,4,34,20.1,N/A,1.00,"300,000",0,,"35,151 ",0 ,"36,346 ",2.0,3667,3701,,"4,289 ",Yes,Yes,No,No,No,No,No,,,,1195 lbs of LSP 40/70 was also pumped,26.4,18%,3.9,24%,0.229,"1,375",,3385.0,3479.8,94.8,3101.7,3193.5,3041.0,837711.6,2519276.0,23-Dec-20,294.1,41.16%,0.0,#DIV/0!,0.0,#DIV/0!,4528,5191,0.0,3,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5191,#DIV/0!,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5191,#DIV/0!,
42-W_North,Raag-50,1,3,04/Dec/2020,Basalt,4,32,30.1,0.85,0.94,"315,000",0,,"182,474 ","138,748 ","321,222 ",8.3,2847,3144,,"5,830 ",Yes,No,Yes,Yes,No,No,No,,,,,34.1,24%,2.9,18%,0.200,"9,423",,3505.0,3570.2,65.2,3217.9,3281.0,3157.2,837732.7,2519283.7,23-Dec-20,197.7,27.67%,0.0,#DIV/0!,0.0,#DIV/0!,4678,5237,0.0,3,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5237,#DIV/0!,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5237,#DIV/0!,
42-W_North,Raag-50,1,2,03/Dec/2020,Basalt,4,32,28.0,0.77,0.88,"315,000",0,,"193,565 ","124,258 ","317,823 ",8.1,2869,3164,,"5,606 ",Yes,No,Yes,Yes,No,No,No,,,,,27.5,19%,1.1,7%,0.193,"11,570",,3605.0,3666.6,61.6,3314.8,3374.5,3254.1,837755.2,2519291.8,23-Dec-20,147.9,20.70%,0.0,#DIV/0!,0.0,#DIV/0!,4806,5276,0.0,2,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5276,#DIV/0!,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5276,#DIV/0!,
42-W_North,Raag-50,1,1,02/Dec/2020,Basalt,2,30,28.1,0.84,0.96,"275,000",0,,"186,331 ","89,653 ","275,984 ",7.2,2751,3008,,"5,573 ",Yes,No,Yes,Yes,No,No,No,,,,,24.1,17%,3.5,22%,0.203,"11,475",,3702.9,3730.6,27.7,3409.6,3436.4,3348.9,837769.7,2519297.8,23-Dec-20,74.8,10.47%,0.0,#DIV/0!,0.0,#DIV/0!,4931,5314,0.0,2,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5314,#DIV/0!,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5314,#DIV/0!,
42-W_North,Raag-51,4,9,08/Mar/2020,Fatehgarh,3,30,30.2,0.75,0.88,"301,000",0,,"108,824 ","196,825 ","305,649 ",8.2,2641,2941,,"5,817 ",Yes,Yes,Yes,Yes,No,No,Yes,,,3.6,2 Temp  Survey: MF A-1 -> TS-1 -> SRT - > TS-2 -> SRT-2 -> MF A-2 | Sudden pressure drop during MF A-1 Pad stage,31.0,10%,50.2,56%,1.618,"9,852",,2797.5,2863.2,65.7,2715.4,2781.1,2654.0,837624.2,2517153.7,30-Aug-20,0.0,0.00%,0.0,0.00%,0.0,0.00%,3456,5036,,0,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5036,#DIV/0!,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5036,#DIV/0!,
42-W_North,Raag-51,4,8,03/Mar/2020,Basalt,4,30,30.3,0.80,0.84,"301,000",0,,"95,037 ","206,860 ","301,897 ",8.2,2635,2931,,"4,748 ",Yes,No,Yes,Yes,No,No,No,,,3.5,,46.8,15%,7.0,8%,0.149,"6,453",,2934.0,2989.2,55.2,2851.9,2907.1,2790.5,837624.3,2517153.6,30-Aug-20,40.7,17.96%,69.4,11.94%,467.1,12.71%,3513,5091,,4,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5091,#DIV/0!,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5091,#DIV/0!,
42-W_North,Raag-51,4,7,02/Mar/2020,Felsic,3,30,30.3,0.76,0.86,"301,000",0,,"96,946 ","205,309 ","302,255 ",8.1,2594,2890,,"5,027 ",Yes,No,Yes,Yes,No,No,Yes,,,5.0,,40.9,13%,5.7,6%,0.140,"7,384",,3049.0,3089.8,40.8,2966.9,3007.7,2905.5,837624.2,2517153.8,30-Aug-20,27.2,12.00%,169.7,29.21%,1031.4,28.07%,3558,5137,,3,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5137,#DIV/0!,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5137,#DIV/0!,
42-W_North,Raag-51,4,6,01/Mar/2020,Felsic,3,30,30.2,0.81,0.99,"301,000",0,,"98,757 ","203,271 ","302,028 ",8.1,2644,2940,,"5,690 ",Yes,No,Yes,Yes,No,No,No,,,3.3,,37.0,12%,6.9,8%,0.186,"8,159",,3112.0,3187.2,75.2,3029.9,3105.1,2968.5,837624.2,2517153.8,30-Aug-20,16.0,7.06%,76.6,13.18%,515.8,14.04%,3584,5162,,2,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5162,#DIV/0!,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5162,#DIV/0!,
42-W_North,Raag-51,4,5,28/Feb/2020,Felsic,3,30,29.6,0.78,1.01,"250,000",0,,"97,398 ","154,215 ","251,613 ",7.1,2425,2672,,"6,066 ",Yes,No,Yes,Yes,No,No,No,,,3.8,,26.9,9%,3.5,4%,0.130,"9,345",,3219.0,3255.4,36.4,3136.9,3173.3,3075.5,837624.2,2517153.8,30-Aug-20,29.0,12.80%,19.7,3.39%,119.5,3.25%,3637,5205,,1,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5205,#DIV/0!,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5205,#DIV/0!,
42-W_North,Raag-51,4,4,27/Feb/2020,Felsic,2,30,29.4,0.82,1.07,"250,000",0,,"97,195 ","156,114 ","253,309 ",7.2,2452,2701,,"6,517 ",Yes,No,Yes,Yes,No,No,No,,,4.1,,31.9,10%,4.1,5%,0.128,"7,952",,3289.0,3314.0,25.0,3206.9,3231.9,3145.5,837624.2,2517153.8,30-Aug-20,42.9,18.93%,83.8,14.42%,502.6,13.68%,3673,5233,,2,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5233,#DIV/0!,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5233,#DIV/0!,
42-W_North,Raag-51,4,3,25/Feb/2020,Felsic,2,30,30.2,0.86,1.11,"300,194",0,,"100,578 ",0 ,"100,578 ",3.2,1888,1992,,"6,147 ",Yes,No,Yes,Yes,No,No,No,,,2.6,,17.2,6%,1.4,2%,0.081,"5,839",,3358.0,3370.0,12.0,3275.9,3287.9,3214.5,837624.2,2517153.9,30-Aug-20,19.4,8.56%,45.2,7.78%,303.2,8.25%,3713,5260,,2,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5260,#DIV/0!,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5260,#DIV/0!,
42-W_North,Raag-51,4,2,21/Feb/2020,Felsic,3,30,30.3,0.82,0.95,"300,194",0,,"132,436 ","160,954 ","293,390 ",7.2,2782,3073,,"6,034 ",Yes,No,Yes,Yes,No,No,No,,,6.7,,44.2,14%,7.6,9%,0.173,"6,642",,3398.0,3433.0,35.0,3315.9,3350.9,3254.5,837624.2,2517153.9,30-Aug-20,37.5,16.55%,99.7,17.16%,640.9,17.44%,3737,5276,,3,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5276,#DIV/0!,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5276,#DIV/0!,
42-W_North,Raag-51,4,1,19/Feb/2020,Felsic,3,30,30.3,0.73,1.00,"249,253",0,,"74,607 ",0 ,"74,403 ",3.2,1881,1958,,"6,514 ",Yes,No,Yes,Yes,No,No,Yes,,,2.7,,34.6,11%,3.1,3%,0.088,"2,150",,3458.0,3503.0,45.0,3375.9,3420.9,3314.5,837624.2,2517153.8,30-Aug-20,13.9,6.13%,16.9,2.91%,93.4,2.54%,3780,5300,,1,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5300,#DIV/0!,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5300,#DIV/0!,
42-W_North,Raag-52z,4,7,13/Feb/2020,Basalt + Fatehgarh,4,30,30.2,0.81,0.88,"250,000",0,,"119,405 ","133,700 ","253,105 ",8.1,2304,2555,,"5,070 ",Yes,No,Yes,Yes,No,No,No,,,1.0,,45.1,18%,18.4,34%,0.421,"5,607",,2879.2,2916.8,37.6,2731.6,2768.0,2670.2,838253.7,2518148.0,12-May-20,12.0,2.02%,6.0,6.90%,965.3,15.16%,2872,5043,444.7,4,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5043,#DIV/0!,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5043,#DIV/0!,
42-W_North,Raag-52z,4,6,10/Feb/2020,Basalt,4,30,19.2,0.66,1.31,"200,000",0,,"76,054 ",0 ,"76,054 ",4.1,1772,1847,,"4,380 ",Yes,Yes,Yes,Yes,No,No,No,,,0.1,,26.4,10%,7.0,13%,0.272,"2,883",,2960.5,3009.8,49.3,2810.6,2858.8,2749.2,838267.1,2518163.2,12-May-20,4.0,0.67%,3.0,3.45%,538.9,8.46%,2904,5074,248.4,2,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5074,#DIV/0!,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5074,#DIV/0!,
42-W_North,Raag-52z,4,5,09/Feb/2020,Basalt,3,30,27.9,0.98,1.27,"300,000",0,,"142,886 ","11,415 ","154,301 ",6.4,2077,2236,,"5,706 ",Yes,No,Yes,Yes,No,No,No,,,0.0,,32.2,13%,6.2,11%,0.198,"4,793",,3040.0,3069.2,29.2,2888.3,2916.8,2826.9,838276.2,2518171.6,12-May-20,7.0,1.18%,7.0,8.05%,1063.5,16.70%,2935,5105,490.0,3,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5105,#DIV/0!,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5105,#DIV/0!,
42-W_North,Raag-52z,4,4,08/Feb/2020,Basalt,4,30,31.0,0.83,0.90,"300,000",0,,"131,737 ","166,626 ","298,363 ",7.3,2715,3010,,"5,141 ",Yes,No,Yes,Yes,No,No,Yes,,,0.1,,53.5,21%,9.5,17%,0.185,"5,577",,3130.0,3172.8,42.8,2975.4,3016.3,2914.0,838289.1,2518197.2,12-May-20,5.0,0.84%,5.0,5.75%,644.8,10.12%,2972,5140,297.4,4,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5140,#DIV/0!,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5140,#DIV/0!,
42-W_North,Raag-52z,4,3,06/Feb/2020,Basalt,3,28,24.4,0.95,0.88,"200,000",0,,"134,843 ","166,557 ","301,400 ",8.4,2761,3059,,"5,077 ",Yes,No,Yes,Yes,No,No,Yes,,,0.1,,35.8,14%,7.5,14%,0.219,"8,418",,3204.0,3248.5,44.5,3046.1,3088.6,2984.7,838299.8,2518217.0,12-May-20,49.0,8.25%,22.0,25.29%,2085.8,32.75%,3005,5168,963.9,2,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5168,#DIV/0!,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5168,#DIV/0!,
42-W_North,Raag-52z,4,2,03/Feb/2020,Basalt,3,30,30.4,0.81,0.92,"200,000",0,,"135,138 ","71,493 ","206,631 ",6.3,2259,2465,,"5,758 ",Yes,No,Yes,Yes,No,No,No,,,0.1,,28.6,11%,5.6,10%,0.205,"7,236",,3285.0,3336.5,51.5,3123.4,3172.6,3062.0,838314.1,2518239.0,12-May-20,311.0,52.36%,14.7,16.90%,995.2,15.63%,3044,5199,461.8,2,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5199,#DIV/0!,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5199,#DIV/0!,
42-W_North,Raag-52z,4,1,02/Feb/2020,Felsic,4,30,30.8,0.70,0.85,"250,000",0,,"169,678 ","83,875 ","253,553 ",7.3,2696,2930,,"5,433 ",Yes,No,Yes,Yes,No,No,No,,,0.0,,31.1,12%,0.8,1%,0.026,"8,147",,3389.6,3447.8,58.2,3223.2,3278.9,3161.8,838334.1,2518265.1,12-May-20,206.0,34.68%,29.3,33.68%,75.2,1.18%,3136,5239,35.8,2,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5239,#DIV/0!,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5239,#DIV/0!,
42-W_North,Raag-53,4,9,13/Feb/2020,Basalt,4,30,13.3,0.71,1.00,"150,417",0,,"126,301 ","25,843 ","152,144 ",6.2,1914,2070,,"4,901 ",Yes,No,Yes,Yes,No,No,No,,,0.3,,25.0,8%,4.2,12%,0.168,"6,077",,2923.2,2985.0,61.8,2703.1,2764.8,2641.7,838045.3,2518435.8,08-Sep-20,5.0,0.79%,70.9,22.34%,1174.3,22.34%,3204,5031,642.8,3,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5031,#DIV/0!,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5031,#DIV/0!,
42-W_North,Raag-53,4,8,12/Feb/2020,Basalt,3,28,13.3,0.78,0.92,"200,716",0,,"135,505 ","65,971 ","201,476 ",7.1,2184,2387,,"4,581 ",Yes,No,Yes,Yes,No,No,No,,,0.1,,20.0,6%,3.9,11%,0.196,"10,090",,3008.0,3026.8,18.8,2787.8,2806.6,2726.4,838042.4,2518433.9,08-Sep-20,6.8,1.07%,66.0,20.79%,1091.4,20.76%,3235,5065,596.4,3,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5065,#DIV/0!,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5065,#DIV/0!,
42-W_North,Raag-53,4,7,11/Feb/2020,Basalt,3,28,27.1,0.70,0.97,"301,887",0,,"138,236 ","156,540 ","294,776 ",7.1,2677,2950,,"5,171 ",Yes,No,Yes,Yes,No,No,No,,,0.1,,27.2,8%,7.4,20%,0.271,"10,818",,3057.0,3091.8,34.8,2836.8,2871.6,2775.4,838042.2,2518433.7,08-Sep-20,6.5,1.03%,11.4,3.59%,189.1,3.60%,3252,5085,103.2,3,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5085,#DIV/0!,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5085,#DIV/0!,
42-W_North,Raag-53,4,6,10/Feb/2020,Basalt,2,30,27.1,0.86,1.15,"200,716",0,,"138,985 ","59,519 ","198,504 ",6.3,2178,2379,,"5,476 ",Yes,No,Yes,Yes,No,No,No,,,0.0,,19.4,6%,5.2,14%,0.269,"10,258",,3118.0,3151.0,33.0,2897.8,2930.8,2836.4,838042.0,2518433.6,08-Sep-20,3.1,0.49%,24.5,7.72%,406.2,7.73%,3276,5109,221.6,2,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5109,#DIV/0!,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5109,#DIV/0!,
42-W_North,Raag-53,4,5,05/Feb/2020,Basalt,2,28,30.3,0.82,0.85,"301,887",0,,"132,032 ","170,591 ","302,623 ",8.2,2605,2904,,"5,316 ",Yes,No,Yes,Yes,No,No,No,,,0.0,,27.6,9%,6.1,17%,0.221,"10,957",,3206.5,3231.2,24.7,2986.3,3011.0,2924.9,838041.9,2518433.7,08-Sep-20,19.4,3.07%,29.1,9.17%,482.7,9.18%,3314,5145,263.7,1,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5145,#DIV/0!,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5145,#DIV/0!,
42-W_North,Raag-53,4,4,04/Feb/2020,Basalt,4,30,32.8,0.74,0.80,"301,887",0,,"145,406 ","160,811 ","306,217 ",8.2,2678,2979,,"5,087 ",Yes,No,Yes,Yes,No,No,Yes,,,0.0,,55.2,17%,9.4,26%,0.171,"5,548",,3266.0,3315.3,49.3,3045.8,3095.1,2984.4,838041.9,2518433.7,08-Sep-20,140.5,22.20%,71.4,22.50%,1182.5,22.49%,3339,5168,646.5,4,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5168,#DIV/0!,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5168,#DIV/0!,
42-W_North,Raag-53,4,3,02/Feb/2020,Basalt,4,28,30.8,0.85,1.11,"301,887",0,,"175,221 ","86,236 ","261,457 ",6.3,2663,2904,,"6,806 ",Yes,No,Yes,Yes,No,No,No,,,0.1,,38.1,12%,-,#VALUE!,-,"6,866",,3341.4,3435.8,94.4,3121.2,3215.6,3059.8,838042.1,2518433.9,08-Sep-20,233.2,36.85%,33.9,10.68%,561.7,10.68%,3379,5198,308.7,2,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5198,#DIV/0!,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5198,#DIV/0!,
42-W_North,Raag-53,4,2,01/Feb/2020,Felsic,4,28,32.4,0.72,0.80,"301,740",0,,"219,366 ","85,363 ","304,729 ",7.3,2762,3042,,"5,365 ",Yes,No,Yes,Yes,No,No,No,,,0.1,,74.5,23%,-,#VALUE!,-,"4,090",,3489.0,3569.0,80.0,3268.8,3348.8,3207.4,838042.2,2518434.1,08-Sep-20,218.4,34.51%,10.2,3.21%,169.6,3.23%,3502,5258,96.6,2,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5258,#DIV/0!,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5258,#DIV/0!,
42-W_North,Raag-53,4,1,31/Jan/2020,Felsic,3,26,20.1,0.92,1.12,"301,740",0,,"124,397 ",0 ,"124,397 ",4.2,2035,2318,,"4,473 ",Yes,No,Yes,Yes,No,No,Yes,,,0.0,,36.0,11%,-,#VALUE!,-,"3,454",,3596.2,3656.0,59.8,3376.0,3435.8,3314.6,838042.2,2518434.2,08-Sep-20,0.0,0.00%,0.0,0.00%,0.0,0.00%,3648,5300,0.0,0,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5300,#DIV/0!,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5300,#DIV/0!,
42-W_South,Raag-54,8,6,10/Dec/2020,Fatehgarh,3,26,25.2,N/A,0.87,"300,000",0,,"207,652 ","98,328 ","305,980 ",8.6,2841,3127,,"3,829 ",Yes,No,No,No,No,No,No,,,,,27.3,23%,3.5,17%,0.135,"11,216",,3042.0,3075.0,33.0,3027.1,3060.1,2970.0,834678.0,2518370.3,25-Jan-21,153.9,22.42%,10.0,14.29%,58.8,11.16%,2582,5161,22.8,3,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5161,#DIV/0!,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5161,#DIV/0!,
42-W_South,Raag-54,8,5,09/Dec/2020,Fatehgarh,3,26,25.1,N/A,0.83,"170,000",0,,"150,965 ","20,233 ","171,199 ",5.9,2264,2425,,"4,015 ",Yes,No,No,No,No,No,No,,,,,15.1,13%,2.9,15%,0.218,"11,345",,3097.0,3138.0,41.0,3082.1,3123.1,3025.0,834678.2,2518370.1,25-Jan-21,31.4,4.57%,10.0,14.29%,92.9,17.65%,2628,5183,36.4,3,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5183,#DIV/0!,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5183,#DIV/0!,
42-W_South,Raag-54,8,4,08/Dec/2020,Fatehgarh,3,26,25.3,N/A,0.82,"230,000",0,,"189,944 ","40,737 ","230,681 ",6.7,2582,2799,,"3,661 ",Yes,No,No,No,No,No,No,,,,,20.9,18%,4.5,23%,0.231,"11,048",,3167.6,3191.0,23.4,3152.7,3176.1,3095.6,834678.4,2518369.9,25-Jan-21,151.2,22.03%,20.0,28.57%,221.8,42.14%,2689,5211,88.0,3,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5211,#DIV/0!,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5211,#DIV/0!,
42-W_South,Raag-54,8,3,07/Dec/2020,Basalt,2,28,25.3,N/A,0.81,"220,000",0,,"185,119 ","36,500 ","221,619 ",7.4,2442,2650,,"3,955 ",Yes,No,No,No,No,No,No,,,,,20.0,17%,3.3,16%,0.170,"11,103",,3212.0,3224.4,12.4,3197.1,3209.5,3140.0,834678.5,2518369.8,25-Jan-21,350.0,50.99%,30.0,42.86%,152.9,29.05%,2734,5229,61.3,1,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5229,#DIV/0!,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5229,#DIV/0!,
42-W_South,Raag-54,8,2,06/Dec/2020,Basalt,3,26,25.1,N/A,0.80,"230,000",0,,"188,313 ","41,987 ","230,300 ",6.4,2472,2688,,"4,167 ",Yes,No,No,No,No,No,No,,,,,20.9,18%,4.5,22%,0.227,"11,030",,3293.0,3326.4,33.4,3278.1,3311.5,3221.0,834678.9,2518369.7,25-Jan-21,,,,,,,,5261,,0,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5261,#DIV/0!,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5261,#DIV/0!,
42-W_South,Raag-54,8,1,04/Dec/2020,Basalt,2,34,25.1,N/A,0.94,"145,000",0,,"151,644 ",0 ,"151,644 ",5.5,2111,2255,,"4,461 ",Yes,No,No,No,No,No,No,,,,,13.0,11%,1.4,7%,0.112,"11,710",,3382.4,3393.8,11.4,3367.5,3378.9,3310.4,834679.0,2518369.8,25-Jan-21,,,,,,,,5297,,0,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5297,#DIV/0!,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5297,#DIV/0!,
